,lat,lng,counts,duration,dur_per_user
743,55.736942291259766,37.61603927612305,250,18335,73
744,55.736942291259766,37.61605453491211,315,13332,42
745,55.73695373535156,37.61301040649414,137,12858,93
746,55.737064361572266,37.62343978881836,46,2607,56
747,55.737064361572266,37.63105392456055,2407,161351,67
748,55.737083435058594,37.63105392456055,2785,158890,57
749,55.73712158203125,37.69489288330078,720,42588,59
750,55.73716735839844,37.623783111572266,655,38223,58
751,55.737274169921875,37.58832550048828,1388,56212,40
752,55.737281799316406,37.58831024169922,2462,149942,60
753,55.737369537353516,37.58498001098633,142,12886,90
754,55.73737716674805,37.61861801147461,1135,72903,64
755,55.73737716674805,37.64878463745117,996,41616,41
756,55.73737716674805,37.6725959777832,217,9696,44
757,55.737388610839844,37.648799896240234,630,22771,36
758,55.73739242553711,37.65285110473633,461,38926,84
759,55.737396240234375,37.57975387573242,1102,61398,55
760,55.737422943115234,37.672611236572266,356,13998,39
761,55.73746109008789,37.6448974609375,372,23393,62
762,55.73746871948242,37.644893646240234,248,12296,49
763,55.73754119873047,37.64487838745117,486,21905,45
764,55.737586975097656,37.5843505859375,641,43219,67
765,55.73765182495117,37.584476470947266,1347,74908,55
766,55.7376594543457,37.54310607910156,1434,83852,58
767,55.73767852783203,37.584537506103516,1557,62150,39
768,55.73769760131836,37.63146209716797,1012,73655,72
769,55.73775100708008,37.63467788696289,1291,110309,85
770,55.737770080566406,37.63469314575195,1943,140257,72
771,55.7377815246582,37.63468933105469,837,43931,52
772,55.73778533935547,37.620052337646484,387,34209,88
773,55.737796783447266,37.62006759643555,411,46165,112
774,55.73780059814453,37.63896560668945,2107,170240,80
775,55.73781967163086,37.57016372680664,308,18097,58
776,55.737823486328125,37.62553405761719,1430,122339,85
777,55.73783493041992,37.57016372680664,562,31107,55
778,55.73783493041992,37.5701789855957,353,28786,81
779,55.73785400390625,37.628318786621094,1397,94369,67
780,55.73785400390625,37.628334045410156,947,51057,53
781,55.737876892089844,37.613582611083984,1793,253132,141
782,55.737884521484375,37.61359786987305,1236,151095,122
783,55.7379035949707,37.616050720214844,5607,391666,69
784,55.7379150390625,37.616050720214844,6749,548829,81
785,55.73796081542969,37.63317108154297,1103,74503,67
786,55.73801803588867,37.60865783691406,444,50446,113
787,55.7380256652832,37.60865783691406,1329,104149,78
788,55.738101959228516,37.59552764892578,7473,561859,75
789,55.73810577392578,37.61247634887695,181,22917,126
790,55.73810958862305,37.6168098449707,872,97249,111
